symbol,date,expiry_date_curr,expiry_date_near,closing_price_curr,closing_price_near,difference,mean,std,upper_range,lower_range,signal,entry,target,stoploss
TATASTEEL,2018-06-14,2018-06-28,2018-07-26,571.85,564.45,-7.4,2.08,3.08,9.78,-5.62,Buy Spread,-7.4,-2.7800000000000002,-8.940000000000001
BAJAJ-AUTO,2018-06-13,2018-06-28,2018-07-26,2919.5,2870.95,-48.55,9.09,17.43,52.67,-34.48,Buy Spread,-48.55,-22.404999999999998,-57.265
HDFC,2018-06-13,2018-06-28,2018-07-26,1835.3,1828.4,-6.9,7.05,4.7,18.8,-4.7,Buy Spread,-6.9,0.15000000000000036,-9.25
HEROMOTOCO,2018-06-13,2018-06-28,2018-07-26,3699.45,3675.6,-23.85,12.22,11.47,40.9,-16.45,Buy Spread,-23.85,-6.645,-29.585
LUPIN,2018-06-13,2018-06-28,2018-07-26,871.7,870.8,-0.9,3.91,1.34,7.26,0.56,Buy Spread,-0.9,1.1100000000000003,-1.57
TATASTEEL,2018-06-13,2018-06-28,2018-07-26,569.9,562.2,-7.7,2.17,2.96,9.57,-5.23,Buy Spread,-7.7,-3.2600000000000007,-9.18
BAJAJ-AUTO,2018-06-12,2018-06-28,2018-07-26,2900.55,2851.2,-49.35,9.61,16.61,51.14,-31.92,Buy Spread,-49.35,-24.435000000000002,-57.655
FEDERALBNK,2018-06-12,2018-06-28,2018-07-26,88.6,88.45,-0.15,0.46,0.23,1.04,-0.12,Buy Spread,-0.15,0.19500000000000003,-0.265
HDFC,2018-06-12,2018-06-28,2018-07-26,1849.4,1841.75,-7.65,7.18,4.52,18.48,-4.12,Buy Spread,-7.65,-0.870000000000001,-9.91
HEROMOTOCO,2018-06-12,2018-06-28,2018-07-26,3697.35,3674.05,-23.3,12.55,10.99,40.03,-14.92,Buy Spread,-23.3,-6.815000000000001,-28.795
LUPIN,2018-06-12,2018-06-28,2018-07-26,855.5,855.1,-0.4,3.95,1.27,7.12,0.78,Buy Spread,-0.4,1.505,-1.0350000000000001
TATASTEEL,2018-06-12,2018-06-28,2018-07-26,582.35,575.05,-7.3,2.26,2.82,9.31,-4.79,Buy Spread,-7.3,-3.0700000000000003,-8.709999999999999
TITAN,2018-06-12,2018-06-28,2018-07-26,906.4,906.6,0.2,3.74,1.35,7.12,0.37,Buy Spread,0.2,2.2250000000000005,-0.47500000000000003
BAJAJ-AUTO,2018-06-11,2018-06-28,2018-07-26,2893.1,2848.25,-44.85,10.15,15.69,49.38,-29.08,Buy Spread,-44.85,-21.315,-52.695
FEDERALBNK,2018-06-11,2018-06-28,2018-07-26,87.6,87.3,-0.3,0.46,0.22,1.01,-0.09,Buy Spread,-0.3,0.030000000000000027,-0.41
HDFC,2018-06-11,2018-06-28,2018-07-26,1846.45,1837.65,-8.8,7.31,4.32,18.11,-3.49,Buy Spread,-8.8,-2.3200000000000003,-10.96
HEROMOTOCO,2018-06-11,2018-06-28,2018-07-26,3628.05,3602.55,-25.5,12.87,10.49,39.1,-13.36,Buy Spread,-25.5,-9.765,-30.745
LUPIN,2018-06-11,2018-06-28,2018-07-26,810.35,810.1,-0.25,3.99,1.2,6.99,0.99,Buy Spread,-0.25,1.5499999999999998,-0.85
M&M,2018-06-11,2018-06-28,2018-07-26,917.6,913.45,-4.15,3.61,2.73,10.44,-3.22,Buy Spread,-4.15,-0.055000000000000604,-5.515000000000001
TATASTEEL,2018-06-11,2018-06-28,2018-07-26,590.95,583.0,-7.95,2.34,2.68,9.04,-4.36,Buy Spread,-7.95,-3.9299999999999997,-9.290000000000001
BAJAJ-AUTO,2018-06-08,2018-06-28,2018-07-26,2886.45,2836.2,-50.25,10.65,14.84,47.75,-26.45,Buy Spread,-50.25,-27.990000000000002,-57.67
FEDERALBNK,2018-06-08,2018-06-28,2018-07-26,86.7,86.45,-0.25,0.47,0.21,1.0,-0.06,Buy Spread,-0.25,0.065,-0.355
HDFC,2018-06-08,2018-06-28,2018-07-26,1844.2,1836.35,-7.85,7.46,4.05,17.58,-2.66,Buy Spread,-7.85,-1.7750000000000004,-9.875
HEROMOTOCO,2018-06-08,2018-06-28,2018-07-26,3643.85,3619.0,-24.85,13.23,9.87,37.9,-11.44,Buy Spread,-24.85,-10.045000000000002,-29.785
LUPIN,2018-06-08,2018-06-28,2018-07-26,812.1,812.75,0.65,4.03,1.14,6.88,1.18,Buy Spread,0.65,2.36,0.08000000000000007
M&M,2018-06-08,2018-06-28,2018-07-26,913.25,909.95,-3.3,3.68,2.64,10.28,-2.92,Buy Spread,-3.3,0.6600000000000001,-4.62
TATASTEEL,2018-06-08,2018-06-28,2018-07-26,600.9,593.5,-7.4,2.44,2.5,8.69,-3.81,Buy Spread,-7.4,-3.6500000000000004,-8.65
TITAN,2018-06-08,2018-06-28,2018-07-26,896.65,897.15,0.5,3.8,1.29,7.02,0.57,Buy Spread,0.5,2.435,-0.14500000000000002
BAJAJ-AUTO,2018-06-07,2018-06-28,2018-07-26,2902.9,2858.9,-44.0,11.22,13.69,45.44,-23.01,Buy Spread,-44.0,-23.465,-50.845
FEDERALBNK,2018-06-07,2018-06-28,2018-07-26,86.45,86.25,-0.2,0.48,0.2,0.98,-0.02,Buy Spread,-0.2,0.10000000000000003,-0.30000000000000004
HDFC,2018-06-07,2018-06-28,2018-07-26,1870.75,1862.7,-8.05,7.6,3.78,17.05,-1.85,Buy Spread,-8.05,-2.380000000000001,-9.940000000000001
HEROMOTOCO,2018-06-07,2018-06-28,2018-07-26,3660.5,3634.6,-25.9,13.58,9.2,36.58,-9.42,Buy Spread,-25.9,-12.1,-30.5
LUPIN,2018-06-07,2018-06-28,2018-07-26,770.8,771.6,0.8,4.06,1.1,6.81,1.31,Buy Spread,0.8,2.45,0.25
M&M,2018-06-07,2018-06-28,2018-07-26,920.6,917.95,-2.65,3.75,2.56,10.15,-2.65,Buy Spread,-2.65,1.19,-3.9299999999999997
NESTLEIND,2018-06-07,2018-06-28,2018-07-26,9845.75,9200.8,-644.95,6.1,150.9,383.35,-371.15,Buy Spread,-644.95,-418.6,-720.4000000000001
TATASTEEL,2018-06-07,2018-06-28,2018-07-26,602.95,595.3,-7.65,2.53,2.32,8.33,-3.27,Buy Spread,-7.65,-4.170000000000001,-8.81
TITAN,2018-06-07,2018-06-28,2018-07-26,891.25,891.65,0.4,3.83,1.26,6.98,0.68,Buy Spread,0.4,2.29,-0.22999999999999998
BAJAJ-AUTO,2018-06-06,2018-06-28,2018-07-26,2900.3,2852.3,-48.0,11.73,12.65,43.36,-19.9,Buy Spread,-48.0,-29.025,-54.325
FEDERALBNK,2018-06-06,2018-06-28,2018-07-26,83.7,83.4,-0.3,0.48,0.19,0.96,0.01,Buy Spread,-0.3,-0.014999999999999958,-0.395
HDFC,2018-06-06,2018-06-28,2018-07-26,1861.05,1853.0,-8.05,7.75,3.48,16.45,-0.95,Buy Spread,-8.05,-2.830000000000001,-9.790000000000001
HEROMOTOCO,2018-06-06,2018-06-28,2018-07-26,3648.85,3626.55,-22.3,13.95,8.4,34.95,-7.05,Buy Spread,-22.3,-9.7,-26.5
LUPIN,2018-06-06,2018-06-28,2018-07-26,772.45,773.4,0.95,4.09,1.05,6.72,1.46,Buy Spread,0.95,2.5250000000000004,0.42499999999999993
M&M,2018-06-06,2018-06-28,2018-07-26,917.8,913.7,-4.1,3.81,2.49,10.04,-2.42,Buy Spread,-4.1,-0.3649999999999993,-5.345
NESTLEIND,2018-06-06,2018-06-28,2018-07-26,9796.95,9200.8,-596.15,12.18,137.66,356.33,-331.97,Buy Spread,-596.15,-389.65999999999997,-664.98
TATASTEEL,2018-06-06,2018-06-28,2018-07-26,582.3,575.0,-7.3,2.63,2.11,7.9,-2.64,Buy Spread,-7.3,-4.135,-8.355
BAJAJ-AUTO,2018-06-05,2018-06-28,2018-07-26,2862.65,2818.2,-44.45,12.3,11.28,40.5,-15.9,Buy Spread,-44.45,-27.530000000000005,-50.09
FEDERALBNK,2018-06-05,2018-06-28,2018-07-26,82.55,82.3,-0.25,0.49,0.17,0.92,0.06,Buy Spread,-0.25,0.0050000000000000044,-0.335
HDFC,2018-06-05,2018-06-28,2018-07-26,1851.65,1843.4,-8.25,7.9,3.14,15.75,0.05,Buy Spread,-8.25,-3.54,-9.82
HEROMOTOCO,2018-06-05,2018-06-28,2018-07-26,3616.35,3590.1,-26.25,14.29,7.65,33.42,-4.84,Buy Spread,-26.25,-14.774999999999999,-30.075
LUPIN,2018-06-05,2018-06-28,2018-07-26,761.3,762.25,0.95,4.12,1.01,6.64,1.6,Buy Spread,0.95,2.465,0.44499999999999995
M&M,2018-06-05,2018-06-28,2018-07-26,906.1,903.55,-2.55,3.88,2.38,9.83,-2.07,Buy Spread,-2.55,1.02,-3.7399999999999998
NESTLEIND,2018-06-05,2018-06-28,2018-07-26,9588.95,9200.8,-388.15,17.92,124.79,329.9,-294.06,Buy Spread,-388.15,-200.96499999999997,-450.54499999999996
TATASTEEL,2018-06-05,2018-06-28,2018-07-26,574.9,567.7,-7.2,2.72,1.89,7.44,-2.0,Buy Spread,-7.2,-4.365,-8.145
TITAN,2018-06-05,2018-06-28,2018-07-26,868.4,869.25,0.85,3.88,1.2,6.88,0.88,Buy Spread,0.85,2.65,0.25
BAJAJ-AUTO,2018-06-04,2018-06-28,2018-07-26,2890.8,2844.6,-46.2,12.84,9.86,37.49,-11.81,Buy Spread,-46.2,-31.410000000000004,-51.13
FEDERALBNK,2018-06-04,2018-06-28,2018-07-26,81.6,81.35,-0.25,0.5,0.16,0.9,0.1,Buy Spread,-0.25,-0.010000000000000009,-0.33
HDFC,2018-06-04,2018-06-28,2018-07-26,1836.2,1829.45,-6.75,8.05,2.72,14.85,1.25,Buy Spread,-6.75,-2.67,-8.11
HEROMOTOCO,2018-06-04,2018-06-28,2018-07-26,3611.75,3595.4,-16.35,14.68,6.57,31.1,-1.75,Buy Spread,-16.35,-6.495000000000001,-19.635
LUPIN,2018-06-04,2018-06-28,2018-07-26,774.55,774.85,0.3,4.15,0.97,6.58,1.73,Buy Spread,0.3,1.7550000000000001,-0.185
M&M,2018-06-04,2018-06-28,2018-07-26,915.9,913.0,-2.9,3.95,2.3,9.7,-1.8,Buy Spread,-2.9,0.5499999999999998,-4.05
NESTLEIND,2018-06-04,2018-06-28,2018-07-26,9845.45,9200.8,-644.65,21.79,118.84,318.89,-275.31,Buy Spread,-644.65,-466.39,-704.0699999999999
TATASTEEL,2018-06-04,2018-06-28,2018-07-26,568.9,561.65,-7.25,2.81,1.62,6.86,-1.24,Buy Spread,-7.25,-4.82,-8.06
BAJAJ-AUTO,2018-06-01,2018-06-28,2018-07-26,2907.75,2860.2,-47.55,13.4,8.0,33.4,-6.6,Buy Spread,-47.55,-35.55,-51.55
FEDERALBNK,2018-06-01,2018-06-28,2018-07-26,83.35,83.25,-0.1,0.5,0.14,0.85,0.15,Buy Spread,-0.1,0.11000000000000001,-0.17
HDFC,2018-06-01,2018-06-28,2018-07-26,1847.35,1836.2,-11.15,8.19,2.31,13.96,2.41,Buy Spread,-11.15,-7.6850000000000005,-12.305
HEROMOTOCO,2018-06-01,2018-06-28,2018-07-26,3634.25,3607.15,-27.1,14.97,5.84,29.57,0.37,Buy Spread,-27.1,-18.340000000000003,-30.020000000000003
LUPIN,2018-06-01,2018-06-28,2018-07-26,765.8,766.85,1.05,4.19,0.9,6.44,1.94,Buy Spread,1.05,2.4000000000000004,0.6000000000000001
M&M,2018-06-01,2018-06-28,2018-07-26,905.65,902.2,-3.45,4.01,2.21,9.54,-1.52,Buy Spread,-3.45,-0.13500000000000023,-4.555
NESTLEIND,2018-06-01,2018-06-28,2018-07-26,9941.15,9200.8,-740.35,28.2,99.53,277.02,-220.62,Buy Spread,-740.35,-591.0550000000001,-790.115
TATASTEEL,2018-06-01,2018-06-28,2018-07-26,563.6,555.95,-7.65,2.91,1.29,6.14,-0.31,Buy Spread,-7.65,-5.715,-8.295
INDIGO,2018-05-30,2018-05-31,2018-06-28,1242.45,1226.9,-15.55,1.92,5.78,16.37,-12.53,Buy Spread,-15.55,-6.880000000000001,-18.44
RELIANCE,2018-05-30,2018-05-31,2018-06-28,917.3,917.0,-0.3,3.49,1.33,6.82,0.17,Buy Spread,-0.3,1.695,-0.9650000000000001
RELIANCE,2018-05-29,2018-05-31,2018-06-28,917.1,917.15,0.05,3.53,1.28,6.73,0.33,Buy Spread,0.05,1.97,-0.59
FEDERALBNK,2018-05-21,2018-05-31,2018-06-28,81.2,81.4,0.2,0.52,0.13,0.84,0.2,Buy Spread,0.2,0.395,0.135
HINDUNILVR,2018-05-21,2018-05-31,2018-06-28,1585.5,1579.5,-6.0,3.96,3.83,13.54,-5.61,Buy Spread,-6.0,-0.2549999999999999,-7.915
HINDUNILVR,2018-05-18,2018-05-31,2018-06-28,1603.95,1598.2,-5.75,4.07,3.71,13.34,-5.2,Buy Spread,-5.75,-0.1850000000000005,-7.605
TCS,2018-05-17,2018-05-31,2018-06-28,3497.7,3479.35,-18.35,5.39,8.28,26.09,-15.31,Buy Spread,-18.35,-5.930000000000003,-22.490000000000002
HINDUNILVR,2018-05-16,2018-05-31,2018-06-28,1578.7,1573.5,-5.2,4.27,3.49,13.0,-4.46,Buy Spread,-5.2,0.03500000000000014,-6.945
INFY,2018-05-16,2018-05-31,2018-06-28,1191.35,1162.25,-29.1,-0.48,10.45,25.64,-26.6,Buy Spread,-29.1,-13.425000000000002,-34.325
TCS,2018-05-16,2018-05-31,2018-06-28,3509.05,3493.85,-15.2,5.65,7.94,25.5,-14.2,Buy Spread,-15.2,-3.289999999999999,-19.169999999999998
HDFCBANK,2018-05-15,2018-05-31,2018-06-28,2041.95,2035.1,-6.85,1.85,3.07,9.52,-5.82,Buy Spread,-6.85,-2.245,-8.385
HINDUNILVR,2018-05-15,2018-05-31,2018-06-28,1522.55,1517.2,-5.35,4.38,3.36,12.78,-4.02,Buy Spread,-5.35,-0.3099999999999996,-7.029999999999999
INFY,2018-05-15,2018-05-31,2018-06-28,1196.25,1168.5,-27.75,-0.17,10.06,24.98,-25.32,Buy Spread,-27.75,-12.66,-32.78
LUPIN,2018-05-15,2018-05-31,2018-06-28,753.35,755.0,1.65,4.33,0.83,6.4,2.26,Buy Spread,1.65,2.8949999999999996,1.2349999999999999
TCS,2018-05-15,2018-05-31,2018-06-28,3492.15,3477.95,-14.2,5.88,7.67,25.06,-13.3,Buy Spread,-14.2,-2.6950000000000003,-18.035
HDFCBANK,2018-05-14,2018-05-31,2018-06-28,2024.55,2017.8,-6.75,1.94,2.95,9.32,-5.44,Buy Spread,-6.75,-2.3249999999999993,-8.225
INFY,2018-05-14,2018-05-31,2018-06-28,1190.65,1163.4,-27.25,0.14,9.68,24.34,-24.06,Buy Spread,-27.25,-12.73,-32.09
TCS,2018-05-14,2018-05-31,2018-06-28,3450.0,3436.05,-13.95,6.1,7.42,24.65,-12.45,Buy Spread,-13.95,-2.8200000000000003,-17.66
